title,roaster,origin,score,price,review_date,aroma,acidity,body,flavor,aftertaste,full_review,url
Pantan Musara Sumatra,JBC Coffee Roasters,"Aceh Province, Sumatra, Indonesia",94,$23.00/12 ounces,February 2025,9,8,9,9,9,"Blind Assessment: Crisp, deep, sweetly spice-toned. Blackberry, dark chocolate, clove, lemon verbena, cedar in aroma and cup. Gentle, round acidity; full, satiny mouthfeel. Long, resonant, flavor-saturated finish. Notes: Produced by smallholding farmers surrounding the Asman Gayo mill, from trees of the Ateng, Bor Bor, Catimor and Timor varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: A fully washed-process Sumatra, rich-toned, spice-laden, deeply sweet, carried by notes of dark berry, distinct chocolate and sweet herb notes. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/pantan-musara-sumatra-4/
Ethiopia Guji Hambela Red Honey G1,Buon Caffe,"Guji Zone, Oromia Region, southern Ethiopia",92,NT $349/8 ounces,February 2025,8,8,9,9,8,"Blind Assessment: Sweetly nut-toned, richly bittersweet. Hazelnut toffee, lemon verbena, pear, baking chocolate, cedar in aroma and cup. Briskly sweet acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of cedar and hazelnut toffee. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the red honey method, in which much of the fruit flesh is left on the beans during the drying process. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: An Ethiopia red honey, deeply sweet-savory and nut-driven with undertones of sweet, citrusy herbs. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/ethiopia-guji-hambela-red-honey-g1/
Black Espresso,CMYK Coffee,Not disclosed,93,$12.75/12 ounces,February 2025,9,N/A,8,9,8,"Blind Assessment: Evaluated as espresso. Sweetly tart, dusky. Black cherry, frangipane, dark chocolate, gently scorched mesquite, artichoke blossom in aroma and small cup. Fluffy mouthfeel; crisp, chocolaty finish with undertones of sweetly smoky mesquite. In cappuccino format, complex, rich-toned, chocolaty and sweet, with black cherry and frangipane notes into the long finish. Notes: “Black” is CMYK’s “key” coffee designed to be a versatile across all brew methods CMYK is a Billings, Montana-based coffee roaster that offers four primary coffees (like primary colors) that you can order “pure” or custom-blended to your own specifications. For more information, visit www.cmykcoffee.com. Bottom Line: A deftly darker-roasted, chocolaty cup tested as espresso — in milk, stone fruit-driven and richly almondy. Explore Similar Coffees: Click here for more reviews from CMYK Coffee",https://www.coffeereview.com/review/black-espresso/
Nicaragua La Estrella Washed,Buon Caffe,"Nueva Segovia, Nicaragua",92,NT $299/8 ounces,February 2025,9,8,8,9,8,"Blind Assessment: Crisply chocolaty, sweetly nut-toned. Baking chocolate, almond brittle, red apple, cedar, marjoram in aroma and cup. Sweetly brisk acidity; full, velvety mouthfeel. Nut-toned, crisply chocolaty finish. Notes: Produced by smallholding farmers, from trees of the Caturra, Catuai and Catimor varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: This classic washed Nicaragua leads with crisp chocolate and sweet nut tones — familiar and inviting. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/nicaragua-la-estrella-washed/
LATEST REVIEWS,Taster's Coffee,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/4/
Ethiopia Guji Uraga Raro Washed G1,Buon Caffe,"Guji Zone, Oromia Region, southern Ethiopia",93,NT $329/8 ounces,February 2025,9,9,8,9,8,"Blind Assessment: Bright, vibrant, sweetly tart. Apricot, pink grapefruit, jasmine, cedar, cocoa nib in aroma and cup. High-toned, juicy acidity; lightly satiny mouthfeel. The crisp, long finish leads with notes of apricot and pink grapefruit with undertones of cocoa nib. Notes: Produced by smallholding farmers, from trees of the Caturra, Catuai and Catimor varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: A classic washed Guji: bright, lively, with leading notes of stone fruit, spicy florals and cocoa nib. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/ethiopia-guji-uraga-raro-washed-g1/
LATEST REVIEWS,Heady Cup,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/
El Salvador Lenca Pacas-Bourbon Washed,Buon Caffe,"Ahuachapán growing region, El Salvador",91,NT $299/8 ounces,February 2025,N/A,8,9,8,8,"Blind Assessment: Crisply chocolaty, sweetly nut-toned. Baking chocolate, cashew butter, date, freesia, green apple in aroma and cup. Briskly sweet acidity; very full, satiny mouthfeel. Chocolaty finish with undertones of freesia. Notes: Produced by the Pacas Family, from trees of the Pacas and Bourbon varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. Bottom Line: A solid El Salvador with crisp chocolate and sweet nut tones front and center — especially full, viscous body. Explore Similar Coffees: Click here for more reviews from Buon Caffe",https://www.coffeereview.com/review/el-salvador-lenca-pacas-bourbon-washed/
Guatemala El Soccoro Maracaturra Washed,Bear Lake Coffee,"Palencia, Guatemala Department, Guatemala",94,$20.00/12 ounces,February 2025,9,9,9,9,8,"Blind Assessment: Richly sweet, deeply savory. Dried peach, walnut, sugarcane, rhododendron, baking chocolate in aroma and cup. Sparkling acidity; very full, syrupy mouthfeel. Finish consolidates to notes of dried peach and walnut. Notes: Produced by Juan Diego de la Cerda of Finca El Socorro, entirely of the Maracaturra variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Bear Lake Coffee Co., a B Corp-certified coffeehouse and roastery located in Barronett, Wisconsin, is committed to sustainability through its Coffee with a Purpose™ initiative, which ensures that farmers receive compensation well above the Fairtrade Premium for their exceptional small-batch coffee. Visit www.bearlakecoffee.com for more information. Bottom Line: A complex, richly bittersweet, wide-ranging Guatemala Maracaturra, redolent of dried stone fruit and vanilla-like florals. Explore Similar Coffees: Click here for more reviews from Bear Lake Coffee",https://www.coffeereview.com/review/guatemala-el-soccoro-maracaturra-washed/
Colombia San Martin Bourbon Aji Star Fruit Peach Honey,GK Coffee,"Huila Department, Colombia",95,NT $650/200 grams,February 2025,9,9,9,9,9,"Blind Assessment: Richly sweet-savory. Kiwi, cinnamon, white tea, gardenia, dill in aroma and cup. Tangy, juicy acidity; vibrant, silky-smooth acidity. Long-lasting, harmonious, flavor-laden and richly aromatic finish. Notes: Produced at Finca San Martin, entirely of the Bourbon Aji variety of Arabica, and processed by the co-fermented honey method, in which the whole fruit is fermented with starfruit and peaches, and then some of the fruit flesh is left on the beans during the drying process. GK Coffee is a nano-roastery in Yilan, Taiwan, that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]. Bottom Line: A uniquely composed Colombia cup with wide-ranging aromas and favors, from sweet-tart fruit to savory herbs, mediated by a white-tea-like throughline. Explore Similar Coffees: Click here for more reviews from GK Coffee",https://www.coffeereview.com/review/colombia-san-martin-bourbon-aji-star-fruit-peach-honey/
LATEST REVIEWS,Bargain Cafe,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/5/
Pike’s Place Roast,Starbucks Coffee,Latin America,78,$9.99/12 ounces,February 2025,6,5,6,6,5,"Blind Assessment: Harsh, bitter. Charcoal, snap pea, soapy florals, carob, stale raising in aroma and cup. Harsh, bitter acidity; droopy mouthfeel. Woody, burnt finish. Notes: No origin information provided except “Latin America.” Starbucks Corporation is an American multinational chain of coffeehouses and roastery reserves headquartered in Seattle, Washington. Visit www.starbucks.com for more information. Bottom Line: Starbucks’ current version of its flagship coffee is roast-pummeled, with soapy aromatics and flavors and a burnt throughline akin to charcoal, turning to cigarette ash as it sits on the palate. Explore Similar Coffees: Click here for more reviews from Starbucks Coffee",https://www.coffeereview.com/review/pikes-place-roast/
Las Margaritas Colombia Sudan Rume Natural,JBC Coffee Roasters,"Caicendonia, Valle Del Cauca, Cauca Department, Colombia",95,$25.00/8 ounces,February 2025,9,9,9,9,9,"Blind Assessment: Richly fruit-driven, sweetly herbaceous. Caramelized pineapple, pistachio, satsuma mandarin, sage, raw cacao in aroma and cup. High-toned, malic acidity; lively, lightly syrupy, very smooth mouthfeel. Harmonious, deeply aromatic, flavor-laden finish. Notes: Produced by Rigoberto Herrera of Cafe Granja La Esperanza’s Las Margaritas Farm, entirely of the Sudan Rume variety of Arabica, and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: A voluptuous Colombia Sudan Rume natural that leads with tropical fruit and citrus notes, supported by earthy-sweet herbs and just-harvested cacao. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/las-margaritas-colombia-sudan-rume-natural/
LATEST REVIEWS,Victrola Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/2/
Yabitu Koba Ethiopia,JBC Coffee Roasters,"Guji Zone, Oromia Region, southern Ethiopia",95,$23.00/12 ounces,February 2025,9,N/A,9,9,9,"Blind Assessment: Evaluated as espresso. Bright, juicy-tart, floral-toned. Honeysuckle, finger lime, myrrh, dark chocolate, jujube in aroma and small cup. Vibrant, crisp, smooth mouthfeel; richly tart, satiating finish. In cappuccino format, balanced, chocolaty, sweetly tart, floral-toned. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: Floral and complex citrus notes complicate this single-origin Ethiopia espresso that’s confident and juicy as a straight shot and nuanced and rich in milk. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/yabitu-koba-ethiopia-2/
Colombia Huila La Florida Natural Selective,Dou Zhai Coffee & Roastery,"Huila Department, Colombia",93,NT $480/8 ounces,January 2025,9,9,8,9,8,"Blind Assessment: Richly sweet-tart, fruit-driven. Pomegranate, dark chocolate, toffee, magnolia, cedar in aroma and cup. Tart-leaning structure with vibrant, juicy acidity; satiny-smooth mouthfeel. Finish consolidates to notes of pomegranate and magnolia with dark chocolate undertones. Notes: Produced by Cesar Llantén of Finca La Florida, and processed by the natural method (dried in the whole fruit). Dou Zhai Coffee & Roastery is a Taiwan-based specialty coffee roaster and cafe. Visit www.douzhaicafe.com for more information. Bottom Line: An energetic, bright, fruit-forward natural-processed Colombia cup. Explore Similar Coffees: Click here for more reviews from Dou Zhai Coffee & Roastery",https://www.coffeereview.com/review/colombia-huila-la-florida-natural-selective/
Honduras Comsa Station Natural SHG EP,Kafe Coffee Roastery,"Montecillos, Honduras",92,NT $250/227 grams,January 2025,9,N/A,8,9,7,"Blind Assessment: Evaluated as espresso. Crisply chocolaty, deep-toned. Baking chocolate, caramel, lemon balm, dried plum, fresh-cut fir in aroma and small cup. Crisp, lightly satiny mouthfeel; gently drying, wood-framed finish. In cappuccino format, chocolate  and dried plum notes shine. Notes: Produced by Oscar Omar Alonso of Finca Cual Bicicleta, from trees of the Bourbon, Catuai and Caturra varieties of Arabica, and processed by the natural method (dried in the whole fruit) at the COMSA Cooperative. Kafe Coffee Roastery is a specialty roaster based in Zhubei, Taiwan. Visit shopee.tw/zengkaochen for more information. Bottom Line: Especially inviting as a single-origin espresso; deeply chocolatey, richly sweet-tart, sweetly herbaceous with aromatic wood undertones. Explore Similar Coffees: Click here for more reviews from Kafe Coffee Roastery",https://www.coffeereview.com/review/honduras-comsa-station-natural-shg-ep/
Ethiopia Guji Hambela Natural G1,Dou Zhai Coffee & Roastery,"Guji Zone, Oromia Region, southern Ethiopia",92,NT $480/8 ounces,January 2025,9,8,8,9,8,"Blind Assessment: Crisply chocolaty, berry-toned. Dried strawberry, baking chocolate, daisy, cedar, orange zest in aroma and cup. Crisply sweet acidity; crisp, lightly satiny mouthfeel. Chocolaty finish with undertones of orange zest and cedar. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Dou Zhai Coffee & Roastery is a Taiwan-based specialty coffee roaster and cafe. Visit www.douzhaicafe.com for more information. Bottom Line: A solid natural-processed Ethiopia with leading notes of chocolate and berries, complicated by spice-toned florals and citrus. Explore Similar Coffees: Click here for more reviews from Dou Zhai Coffee & Roastery",https://www.coffeereview.com/review/ethiopia-guji-hambela-natural-g1/
Ethiopia Sidama  Bombe Natural,Bargain Cafe,"Sidamo growing region, southern Ethiopia",94,NT $350/200 grams,January 2025,9,8,9,9,9,"Blind Assessment: Richly floral, crisply fruity. Narcissus, boysenberry, brown sugar, cocoa powder, oak in aroma and cup. Sweet-savory structure with brisk acidity; full, satiny mouthfeel. Very long, flavor-laden finish. Notes: Produced by smallholding farmers in the Bensa District of the Sidama Zone, entirely of the 74158 variety of Arabica, and processed by the natural method (dried in the whole fruit). Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information. Bottom Line: Fruit and floral aroma and flavors commingle in this natural-processed Ethiopia Bombe that’s, at turns, sweetly tart, floral, and gently spice-toned. Explore Similar Coffees: Click here for more reviews from Bargain Cafe",https://www.coffeereview.com/review/ethiopia-sidama-bombe-natural-2/
LATEST REVIEWS,Starbucks Coffee,N/A,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/3/
Ethiopia Sidama Bensa Alo Single Variety 74158 Natural,Taster's Coffee,"Sidamo growing region, southern Ethiopia",94,NT $840/113 grams,February 2025,9,9,9,9,8,"Blind Assessment: Intensely aromatic, sweetly fermenty. Blueberry jam, Cognac, cocoa nib, pistachio spearmint in aroma and cup. Tart-juicy acidity; fluffy-smooth mouthfeel. Quietly sweet finish with notes of blueberry and Cognac. Notes: Produced by Tamiru Tadesse, entirely of the 74158 of Arabica, and processed by the natural method (dried in the whole fruit) in a proprietary process by JH called LA FLOR. Taster’s Coffee is a nano-roaster based in New Taipei City, Taiwan. Visit www.tasterscoffee.com for more information. Bottom Line: A powerhouse natural Ethiopia, intentionally fermenty-sweet, berry-toned and sweetly herbaceous. Explore Similar Coffees: Click here for more reviews from Taster's Coffee",https://www.coffeereview.com/review/ethiopia-sidama-bensa-alo-single-variety-74158-natural/
Ethiopia Natural Guji Shakiso Anasora G1,Dou Zhai Coffee & Roastery,"Guji Zone, Oromia Region, southern Ethiopia",93,NT $420/8 ounces,January 2025,N/A,8,9,9,8,"Blind Assessment: Richly aromatic, deeply sweet-tart. Black cherry, honeysuckle, cashew butter, baking chocolate, sugar cane in aroma and cup. Sweetly tart structure with winy acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of cashew butter and baking chocolate with hints of black cherry. Notes: Produced by smallholding farmers, entirely of local landrace varieties of Arabica, and processed at Isreal Degefa’s Anasora Washing Station by the natural method (dried in the whole fruit. Dou Zhai Coffee & Roastery is a Taiwan-based specialty coffee roaster and cafe. Visit www.douzhaicafe.com for more information. Bottom Line: A fruit-driven, natural-processed Guji cup with rich stone fruit, crisp chocolate and creamy nut tones throughout the profile. Explore Similar Coffees: Click here for more reviews from Dou Zhai Coffee & Roastery",https://www.coffeereview.com/review/ethiopia-natural-guji-shakiso-anasora-g1/
Nicaragua Procafe Regenerative-Organic Certified,Utopian Coffee,"San Juan del Rio Coco, Nicaragua",93,$20.00/12 ounces,January 2025,9,8,9,9,8,"Blind Assessment: Crisply sweet, cocoa-toned. Cocoa nib, maple syrup, Meyer lemon, snickerdoodle, oak in aroma and cup. Briskly sweet acidity; full, lightly syrupy mouthfeel. Finish consolidates to notes of cocoa nib and snickerdoodle. Notes: Produced by smallholding members of the Procafe Cooperative, from trees of the Caturra, Parainema and Marsellesa varieties of Arabica, and processed by the natural method (dried in the whole fruit). This coffee is Regenerative Organic Certified, USDA Organic and Fair Trade-certified. Regenerative organic agriculture (ROC) is a set of farming practices regarding the holistic farm ecosystem, including regenerating soil health and zero use of persistent chemical pesticides and fertilizers. Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information. Bottom Line: An inviting, multi-layered Nicaragua that is also certified regenerative organic (as well as USDA Organic and Fair Trade) — balanced, deep-toned, richly sweet. Explore Similar Coffees: Click here for more reviews from Utopian Coffee",https://www.coffeereview.com/review/nicaragua-procafe-regenerative-organic-certified/
Ethiopia Sidama Bensa Shantawene Gatta Kenean Dukamo Anaerobic Natural G1,Dou Zhai Coffee & Roastery,"Bensa district, Sidama Zone, southern Ethiopia",94,NT $720/8 ounces,January 2025,9,9,9,9,8,"Blind Assessment: Floral, citrusy, richly sweet. Honeysuckle, blood orange, wild honey, lemon verbena, cocoa nib in aroma and cup. Sweetly tart structure with high-toned, juicy acidity; full, lively, smooth mouthfeel. Crisp finish centers around notes of honeysuckle, blood orange and wild honey. Notes: Produced by Faysel Abdosh, from trees of the 74118, 74110 and 74158 varieties of Arabica, and processed by the anaerobic natural method, in which whole fruit is fermented with limited oxygen before drying. Dou Zhai Coffee & Roastery is a Taiwan-based specialty coffee roaster and cafe. Visit www.douzhaicafe.com for more information. Bottom Line: A bright, richly aromatic Ethiopia anaerobic natural — intricately balanced, high-toned, rich and deep. Explore Similar Coffees: Click here for more reviews from Dou Zhai Coffee & Roastery",https://www.coffeereview.com/review/ethiopia-sidama-bensa-shantawene-gatta-kenean-dukamo-anaerobic-natural-g1/
Kenya Nyeri Hill AB,Roadmap CoffeeWorks,"Nyeri growing region, south-central Kenya",96,$23.50/12 ounces,January 2025,9,9,9,10,9,"Blind Assessment: Complex, multi-layered, deeply sweet-savory. Myrrh, cocoa powder, black currant, magnolia, sage in aroma and cup. Sparkling acidity; delicate, lithe, silky mouthfeel. Richly aromatic, satisfying finish that fulfills the promise of the cup. Notes: Produced at Nyeri Hill Estate, from trees of the SL34, SL28 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. Bottom Line: A beautiful classic Kenya profile, a flight of fancy in the cup with wide-ranging aromatics and precise flavors – and a bargain, to boot. Explore Similar Coffees: Click here for more reviews from Roadmap CoffeeWorks",https://www.coffeereview.com/review/kenya-nyeri-hill-ab/
Ethiopia Guji Bishala G1 Red Honey,Dou Zhai Coffee & Roastery,"Guji Zone, Oromia region, southern Ethiopia",94,NT $460/8 ounces,January 2025,9,8,9,9,8,"Blind Assessment: Richly sweet-tart, complex, fruit-forward. Raspberry, cocoa nib, honeysuckle, myrrh, nougat in aroma and cup. Briskly sweet, gently tart acidity; richly syrupy mouthfeel. Resonant finish consolidates to raspberry and cocoa nib. Notes: Produced by smallholding farmers, entirely of local landrace varieties of Arabica, and processed by the red honey method, in which much of the fruit flesh is left on the beans during the drying process. Dou Zhai Coffee & Roastery is a Taiwan-based specialty coffee roaster and cafe. Visit www.douzhaicafe.com for more information. Bottom Line: Berry and cocoa nib notes carry this multi-layered Ethiopia red honey with floral undertones and very sweet nougaty notes. Explore Similar Coffees: Click here for more reviews from Dou Zhai Coffee & Roastery",https://www.coffeereview.com/review/ethiopia-guji-bishala-g1-red-honey/
Colombia Red Sunset,Roadmap CoffeeWorks,"Santa Barbara, Antioquia Department, Colombia",94,$27.00/12 ounces,January 2025,9,8,9,9,9,"Blind Assessment: Sweetly tart, spice-toned. Cocoa nib, Meyer lemon, clove, wild honey, amber in aroma and cup. Briskly sweet, gently tart acidity; satiny-smooth mouthfeel. Long, lingering, resonant integrated finish. Notes: Produced by Andres Cardona of Villa Lucia, from trees of the Colombia and Castillo varieties of Arabica, and processed by the semi-washed (or honey) method, in which some of the fruit flesh is left on the beans during the drying process. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. Bottom Line: This tart-leaning Colombia honey is rife with citrus and warm spice notes and undertones of richly sweet wild honey. Explore Similar Coffees: Click here for more reviews from Roadmap CoffeeWorks",https://www.coffeereview.com/review/colombia-red-sunset/
LATEST REVIEWS,Backroads Coffee and Tea,N/A,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/415/
Ethiopia Oromia Guji Uraga Kurume TOP GRADE 1 Anaerobic Natural,Dou Zhai Coffee & Roastery,"Guji Zone, Oromia Region, southern Ethiopia",91,NT $420/8 ounces,January 2025,8,8,9,9,7,"Blind Assessment: Crisp, sweet-toned. Caramel, teriyaki sauce, orange zest, raisin, fir in aroma and cup. Briskly sweet-savory acidity; full, viscous mouthfeel. Gently drying, wood-framed finish. Notes: Produced by smallholding farmers, entirely of local landrace varieties of Arabica, and processed by the anaerobic natural method, in which whole fruit is fermented with limited oxygen before drying. Dou Zhai Coffee & Roastery is a Taiwan-based specialty coffee roaster and cafe. Visit www.douzhaicafe.com for more information. Bottom Line: A savory-leaning yet caramelly anaerobic natural Ethiopia with rich aromatic wood notes supporting both sweet and umami impulses. Explore Similar Coffees: Click here for more reviews from Dou Zhai Coffee & Roastery",https://www.coffeereview.com/review/ethiopia-oromia-guji-uraga-kurume-top-grade-1-anaerobic-natural/
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,"Odo Shakiso District, Guji Zone, southern Ethiopia",95,$24.00/12 ounces,January 2025,9,9,9,9,9,"Blind Assessment: Elegantly fruit-toned, sweetly citrusy. Raspberry coulis, dark chocolate, tangerine, gardenia, cedar in aroma and cup. High-toned acidity; full, syrupy mouthfeel. Berry-driven, chocolaty finish. Notes: Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from distinctive landrace selections of Arabica long grown in the region. This is a natural-processed version, meaning the beans were dried in the whole fruit. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. Bottom Line: A pretty Ethiopia natural with balanced fruit, crisp chocolate and complex citrus front and center — especially vibrant, bright acidity. Explore Similar Coffees: Click here for more reviews from Roadmap CoffeeWorks",https://www.coffeereview.com/review/ethiopia-kayon-mountain-12/
LATEST REVIEWS,Taster's Coffee,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/4/
Costa Rica Las Lajas SL-28 Natural,Durango Coffee Company,"Sabanilla de Alajuela growing region, Costa Rica",94,$30.00/12 ounces,January 2025,9,8,9,9,9,"Blind Assessment: Invitingly fruit-toned, chocolaty. Dried mango, bergamot, almond butter, dark chocolate, cedar in aroma and cup. Sweet, brisk acidity; plush, creamy mouthfeel. Exceptionally long, resonant, flavor-laden finish. Notes: Produced by Oscar and Francisca Chacon, entirely of the SL28 variety of Arabica, and processed by the natural method (dried in the whole fruit). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit durangocoffee.com or call 800-748-2275 for more information. Bottom Line: A beautiful natural-processed SL28 (a Kenyan variety) grown in Costa Rica that displays dried tropical fruit and dark chocolate notes alongside complex citrus and rich nut tones. Explore Similar Coffees: Click here for more reviews from Durango Coffee Company",https://www.coffeereview.com/review/costa-rica-las-lajas-sl-28-natural/
LATEST REVIEWS,Heady Cup,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/
El Salvador Loma La Gloria Unicorn Natural,Old World Coffee Roasters,"El Bálsamo, Quetzaltepec growing region, El Salvador",95,$29.00/10 ounces,February 2025,9,9,9,9,9,"Blind Assessment: Juicy-bright, complex, rich-toned. Pomelo, magnolia, cocoa nib, raspberry jam, sandalwood in aroma and cup. Sparkling acidity; full, syrupy-smooth mouthfeel. Resonant, long, satiating finish. Notes: Produced by Anny Ruth Pimentel of Finca Loma La Gloria, entirely of the Red Bourbon variety of Arabica, and processed by the natural method (dried in the whole fruit). Old World Coffee Roasters is a specialty coffee roaster with cafes in Reno and Carson City, Nevada. Visit OldWorldCoffeeRoasters.com for more information. Bottom Line: An exceptional El Salvador natural: women-farmed, lushly sweet tart, multi-layered, and deep. Explore Similar Coffees: Click here for more reviews from Old World Coffee Roasters",https://www.coffeereview.com/review/el-salvador-loma-la-gloria-unicorn-natural/
